candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x32s2split1kappa1	14330.114541808885	87007.023753753223	12067.99469023577	87007.023753753223
32x16x32s2split1kappa2	14330.114541808885	87007.023753753223	12067.99469023577	87007.023753753223
32x16x32s2split1kappa4	14330.114541808885	87007.023753753223	12067.99469023577	87007.023753753223
32x16x32s2split2kappa1	18530.90076719096	70248.254912215474	7110.7956651135391	70248.254912215474
32x16x32s2split2kappa2	18530.90076719096	70248.254912215474	7110.7956651135391	70248.254912215474
32x16x32s2split2kappa4	18530.90076719096	70248.254912215474	7110.7956651135391	70248.254912215474
32x16x32s2split4kappa1	24410.577278429042	58675.770176985294	4632.1961525524239	58675.770176985294
32x16x32s2split4kappa2	24410.577278429042	58675.770176985294	4632.1961525524239	58675.770176985294
32x16x32s2split4kappa4	24410.577278429042	58675.770176985294	4632.1961525524239	58675.770176985294
32x16x32s2split8kappa1	36169.930300915628	54120.297050733308	5546.4930362631749	54120.297050733308
32x16x32s2split8kappa2	36169.930300915628	54120.297050733308	5546.4930362631749	54120.297050733308
32x16x32s2split8kappa4	36169.930300915628	54120.297050733308	5546.4930362631749	54120.297050733308
32x16x32s2split16kappa1	59688.636345891784	54304.098970333514	7390.2647371843441	59688.636345891784
32x16x32s2split16kappa2	59688.636345891784	54304.098970333514	7390.2647371843441	59688.636345891784
32x16x32s2split16kappa4	59688.636345891784	54304.098970333514	7390.2647371843441	59688.636345891784
32x16x32s2split32kappa1	65568.312857130426	55325.474747344051	7390.2647371843441	65568.312857130426
32x16x32s2split32kappa2	65568.312857130426	55325.474747344051	7390.2647371843441	65568.312857130426
32x16x32s2split32kappa4	65568.312857130426	55325.474747344051	7390.2647371843441	65568.312857130426
